	Kategorie	Nummer	Bezeichnung Kategorie	Anmerkungen	Zuordnung unsicher		mehrdeutig		diskutieren!		Kontext (SteA-Text)
warenwirtschaftssystema	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)								Kenntnisse im Umgang mit Warenwirtschaftssystemen werden erwartet
wws	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)								Kenntnisse im Warenwirtschaftssystem (WWS)
xt	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)								Kenntnisse in HTML, Fotobearbeitung, xt commerce sind wünschenswert.
xt-commerce	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	Online-Shoppping							Erfahrungen im Umgang mit XT-Commerce    Zwingend erforderlich sind Erfahrungen im Umgang mit Contao, XT-Commerce und Magento.
amadeus	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)								NA
abacus	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)								» Simulation mit Hilfe von Abacus und Adams
abas-fop	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)								Wünschenswert: Linux Kenntnisse und Kenntnisse in abas-FOP
abrechnungssoftware	(5A) Buchhaltungs-SW	(5A)	Buchhaltungs-SW								Erfahrungen im Umgang mit einer Abrechnungssoftware (Loga) und einem Zeitwirtschaftssystem erleichtern Ihnen den Einstieg bei unserem Kunden.
adword	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)								Erfahrungen im Umgang mit ADwords, Web Analytic Tools und Affiliate Netzwerken
adwords	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)								· Erfahrung im Umgang mit Google AdWords (idealerweise Google AdWords
amadeus/guideres	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)								Sie beherrschen die gängigen MS-Office Anwendungen und haben zusätzlich Erfahrung im Umgang mit SAP und Amadeus/GuideRes.
axapta	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)								Neu- und Weiterentwicklung auf Basis von Microsoft Dynamics AX (Axapta)
docubridge	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)								die Bearbeitung von Dokumenten und elektronischen Zulassungsdossiers im Dokumenten-Management-System (docubridge),
ecm-system	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)								Programmierung und Administration von Schnittstellen zwischen Microsoft-Anwendungen und ECM-Systemen
edp-system	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)								Erfahrung im Umgang mit Windows-Anwendungen und EDP-System  Erfahrung im Umgang mit Windows-Anwendungen und EDP-System
einkaufsinformationssystem	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)								Auswertung von Daten in SAP und Einkaufsinformationssystem
erp-anwendung	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)								Sie haben Kenntnisse in ERP-Anwendungen sowie MS-Office-Anwendungen
erp/mrp-system	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)								Erfahrung im Umgang mit ERP/MRP-Systemen, vorzugsweise System GEAc bzw. FORS
fakturierungssoftware	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)								1. gute Kenntnisse im Umgang mit CAD- und Fakturierungssoftware sowie den gängigen Office- und
hr/hcm	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)								Kernkompetenz in den Modulen MM/PP, SD sowie in angrenzenden Modulen FI/CO und HR/HCM
is-mam	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)								Sehr gute Kenntnisse in SAP-Anwendungen (FI CO und IS-MAM)
kontrollsystem	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)								Erfahrung im Bereich Dieselgeneratoren sowie Kontrollsystemen  Sicherungen und Anschlüsse für Waschmaschinen und Herde, Blitzschutz- oder Solaranlagen, Schaltschränke und Kontrollsysteme.
lagersysteme	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)								Sie haben sehr gute allgemeine PC-Kenntnisse und gute Kenntnisse im Umgang mit modernen Kassen- und Lagersystemen.
lagerverwaltungssystema	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)								Sie lernen die Bedienung von Transportgeräten und Lagerverwaltungssystemen, die Kommissionierung und Verpackung von Gütern sowie die Durchführung von Güterkontrollen.
magentocommerce	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)								Kenntnisse in der Einrichtung und Individualisierung von Onlineshops auf Basis von Magentocommerce  Kenntnisse in der Einrichtung und Individualisierung von Onlineshops auf Basis von Magentocommerce
materialwirtschaftsprogramm	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)								sicherer Umgang mit Berechnungs-, Datenbank-, CAD- und Materialwirtschaftsprogrammen
materialwirtschaftssystem	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)								Gute EDV-Kenntnisse in MS Office und Materialwirtschaftssystemen
mfgpro	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)								Erfahrung in MFGPro und ORACLE Finance von Vorteil
netzwerk-management-tools	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)								Kenntnisse von System- und Netzwerk-Management-Tools (BMC Patrol, BMC Event/Impact Manager, HP OpenView NNM)
planning system	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)								Erfahrung im Umgang mit Advanced Planning Systemen (z. B. Manugistics / JDA, I2) von Vorteil
planungssoftware	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)								Der sichere Umgang mit Planungssoftware (ArcMap und AutoCAD) wird ebenso vorausgesetzt wie Fachkenntnis in Microsoft Word, Excel, Powerpoint sowie Adobe Photoshop.
planungstool	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)								Kenntnisse im Umgang mit gängigen Planungstools (z. B. ProcessDesigner, Delmia)
quipsy	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)								haben sehr gute EDV-Kenntnisse auch in SAP und Quipsy
repromanager	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)								gute Kenntnisse im Repromanager, Corel Draw, PhotoShop, Adobe Acrobat Reader, Powerpoint,
scom	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)								* Kenntnisse in Microsoft Serverprodukten wie MS Sharepoint, SCOM, SCCM und SMS 2003
warenwirtschaftprogrammen	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)								Sicheres Arbeiten mit den MS-Office-Programmen und Warenwirtschaftprogrammen
warenwirtschaftssystemen	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)								Sicherer Umgang mit gängiger Finanzbuchhaltungssoftware, Warenwirtschaftssystemen sowie MS-Office
zoll-software	(5E) Branchen-SW	(5E)	Branchen-SW								sehr gute Zollkenntnisse im ATLAS (Zoll-Software) und der Aktiven und Passiven Veredelung
zollsoftwaresystem	(5E) Branchen-SW	(5E)	Branchen-SW								Kenntnisse im Umgang mit dem Zollsoftwaresystem ATLAS sind notwendig
cinema	(5J) Multimedia-SW	(5J)	Multimedia-SW								Kenntnisse in VectorWorks und Cinema 4D sind von Vorteil.  Kenntnisse in CINEMA 4D sind zwingend erforderlich
silverlight	(5Q) Programmiersprachen	(5Q)	Programmiersprachen								NA
cinema4d	(5G) Grafik-SW	(5G)	Grafik-SW								Sehr gute CAD-Kenntnisse in VektorWorks und Cinema4D
schücal	(5B) computerunterstützes Arbeiten (z.B.CAD, PPS, CAT, CAQ, CAE, CAM)	(5B)	computerunterstützes Arbeiten (z.B.CAD, PPS, CAT, CAQ, CAE, CAM)								Gute Kenntnisse mit SCHÜCAD und SCHÜCAL
simotion	(5B) computerunterstützes Arbeiten (z.B.CAD, PPS, CAT, CAQ, CAE, CAM)	(5B)	computerunterstützes Arbeiten (z.B.CAD, PPS, CAT, CAQ, CAE, CAM)								Sehr gute Kenntnisse in der SPS-Programmierung Simatic S7 sind erforderlich, Erfahrungen mit Rockwell und Simotion von Vorteil.
pc-standardprogramm	(5K) Office Pakete	(5K)	Office Pakete								Kenntnisse in SAP R3- und PC-Standardprogrammen (MS Office)
pc-standardsoftware	(5K) Office Pakete	(5K)	Office Pakete								Gute Erfahrung im Umgang mit PC-Standardsoftware  Gute Erfahrung im Umgang mit PC-Standardsoftware und umfassende SAP R/3 Kenntnisse  Gute Erfahrung im Umgang mit PC-Standardsoftware
*word*	(5K) Office Pakete	(5K)	Office Pakete								NA
,excel	(5K) Office Pakete	(5K)	Office Pakete								· Sicherer Umgang mit dem Computer, Outlook,Excel und Word    · Sicherer Umgang mit dem Computer, Outlook,Excel und Word
,exel	(5K) Office Pakete	(5K)	Office Pakete								Gute Kenntnisse in Word,Powerpoint,Outlook,Exel und Windows Fotomanager
acrobat	(5K) Office Pakete	(5K)	Office Pakete								_Gute Kenntnisse in Adobe Photoshop, Illustrator, Indesign, Acrobat und MS Office
excel	(5K) Office Pakete	(5K)	Office Pakete								NA
ex-cel	(5K) Office Pakete	(5K)	Office Pakete								besitzen gute Kenntnisse in der Anwendung der DATEV-Software und der Programme Winword, Ex-cel und Outlook
excel/word	(5K) Office Pakete	(5K)	Office Pakete								Sicher im Umgang mit MS-Office (Excel/Word)
excell	(5K) Office Pakete	(5K)	Office Pakete								Kenntnisse in Word und Excell
exel	(5K) Office Pakete	(5K)	Office Pakete								NA
infopath	(5K) Office Pakete	(5K)	Office Pakete								Erfahrung in der Entwicklung mit InfoPath und .NET
kalkulationsprogramm	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)								Erfahrung in MS-Office-Anwendungen und Kalkulationsprogrammen,  Gute PC-Kenntnisse im Bereich der üblichen Standardsoftware (Kalkulationsprogramme)
kalkulationssoftware	(5I) Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)	(5I)	Unternehmenssteuerung & Management (u.a. ERP, CRM, Vertriebssoftware, Warenwirtschaftssystem)								sowie Kenntnisse in Kalkulationssoftware, MS-Office und CAD-Zeichnen (Autocad)
microsoft betriebssystema	(5P) Betriebssysteme	(5P)	Betriebssysteme								NA
microsoft cloud produkt	(5K) Office Pakete	(5K)	Office Pakete								NA
microsoft office-produkt	(5K) Office Pakete	(5K)	Office Pakete								NA
microsoft vc	(5K) Office Pakete	(5K)	Office Pakete								NA
microsoft® office	(5K) Office Pakete	(5K)	Office Pakete								NA
microsoft-anwendung	(5K) Office Pakete	(5K)	Office Pakete								Sehr gute Kenntnisse im Umgang mit Microsoft-Anwendungen
microsoft-office	(5K) Office Pakete	(5K)	Office Pakete								Kenntnisse in Microsoft-Office
microsoft-office-anwendung	(5K) Office Pakete	(5K)	Office Pakete								NA
microsoft-office-produkt	(5K) Office Pakete	(5K)	Office Pakete								NA
microsoft-office-programme	(5K) Office Pakete	(5K)	Office Pakete								Kenntnisse im Umgang mit Microsoft-Office-Programmen gewünscht
microsoft-office-programmen	(5K) Office Pakete	(5K)	Office Pakete								Vertiefte Kenntnisse im Umgang mit Microsoft-Office-Programmen sowie RA Micro
microsoftprogramm	(5K) Office Pakete	(5K)	Office Pakete								Die Bereitschaft zur kontinuierlichen Fortbildung und beste Kenntnisse in den Microsoftprogrammen setzen wir voraus.  gute Kenntnisse in den Microsoftprogrammen Excel und Word
ms access	(5K) Office Pakete	(5K)	Office Pakete								NA
ms bi	(5K) Office Pakete	(5K)	Office Pakete								NA
ms office	(5K) Office Pakete	(5K)	Office Pakete								NA
MS Office Paket	(5K) Office Pakete	(5K)	Office Pakete								NA
ms office-paket	(5K) Office Pakete	(5K)	Office Pakete								Sicherer Umgang mit dem MS Office-Paket und Internet    Sicherer Umgang mit dem MS Office-Paket und Internet    gute Kenntnisse im Office-Paket    Sicherer Umgang mit dem MS Office-Paket und Internet
ms-excel	(5K) Office Pakete	(5K)	Office Pakete								NA
ms-exel	(5K) Office Pakete	(5K)	Office Pakete								Ihre Erfahrungen in der Datenbankentwicklung unter ASP.NET mit C#, MS-Exel und MS-Server BS runden Ihr Qualifikationsprofil ab.
msoffice	(5K) Office Pakete	(5K)	Office Pakete								Zielorientierte und selbstständige Arbeitsweise bei ausgeprägter Leistungsbereitschaft sowie gute Kenntnisse in MSOffice setzen wir voraus.
ms-office	(5K) Office Pakete	(5K)	Office Pakete								NA
ms-office(	(5K) Office Pakete	(5K)	Office Pakete								Gute Kenntnisse in MS-Office(Excel )
ms-officeanwendung	(5K) Office Pakete	(5K)	Office Pakete								Sehr gute und umfassende Kenntnisse in MS-Officeanwendungen (Word, Excel, Outlook) sowie Internetkenntnisse und Kenntnisse im Umgang mit der Jobbörse der BA
ms-office-anwendung	(5K) Office Pakete	(5K)	Office Pakete								NA
ms-office-applikation	(5K) Office Pakete	(5K)	Office Pakete								Gute Kenntnisse in den MS-Office-Applikationen Word und Excel sowie in gängigen Berechnungsprogrammen.
ms-office-bereich	(5K) Office Pakete	(5K)	Office Pakete								Gute Kenntnisse im MS-Office-Bereich (Excel, Word, Outlook);
ms-office-modul	(5K) Office Pakete	(5K)	Office Pakete								Kenntnisse in MS-Office-Modulen  Kenntnisse in MS-Office-Modulen  Kenntnisse in MS-Office-Modulen
ms-office-module	(5K) Office Pakete	(5K)	Office Pakete								sicherer Umgang mit MS-Office-Modulen  Gute Kenntnisse in den MS-Office-Modulen, SAP Erfahrung wären von Vorteil
ms-office-modulen	(5K) Office Pakete	(5K)	Office Pakete								Kenntnisse in MS-Office-Modulen, Grundkenntnisse in den Adobe-Programmen wünschenswert
ms-office-paket	(5K) Office Pakete	(5K)	Office Pakete								NA
ms-office-produkt	(5K) Office Pakete	(5K)	Office Pakete								NA
ms-office-programm	(5K) Office Pakete	(5K)	Office Pakete								NA
ms-office-programmen	(5K) Office Pakete	(5K)	Office Pakete								Interesse an der Medienlandschaft, Werbung, Internet und kaufmännischen Tätigkeiten, Kenntnisse in MS-Office-Programmen, eine aufgeschlossene, freundliche und zuverlässige Persönlichkeit.    Voraussetzungen sind gute Deutschkenntnisse, Berufserfahrung im Callcenter, Erfahrung im B2B-Bereich sowie sicherer Umgang mit MS-Office-Programmen.
ms-office-tool	(5K) Office Pakete	(5K)	Office Pakete								routinierte Kenntnisse in den MS-Office-Tools, Outlook, Internet
